"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
22881,"39723","5",NULL,NULL,"7416",NULL,NULL,NULL,NULL,"2004-12-01 13:37:41","T"
22882,"39723","5","76.5","106.78","7412","1",NULL,NULL,NULL,"2004-12-01 13:37:41","T"
22883,"39723","6",NULL,NULL,"7410",NULL,NULL,NULL,NULL,"2004-12-01 13:37:41","T"
22884,"39723","6",NULL,NULL,"7421",NULL,NULL,NULL,NULL,"2004-12-01 13:37:42","T"
22885,"39723","6","76.5","107.03","7412","1",NULL,NULL,NULL,"2004-12-01 13:37:42","T"
22886,"39621","2",NULL,NULL,"1653",NULL,NULL,NULL,NULL,"2004-12-01 13:37:42","T"
22887,"39621","2",NULL,NULL,"1652",NULL,NULL,NULL,NULL,"2004-12-01 13:37:43","T"
22888,"39621","2","76.4","106.24","1652","1",NULL,NULL,NULL,"2004-12-01 13:37:43","T"
22889,"39621","1",NULL,NULL,"1652",NULL,NULL,NULL,NULL,"2004-12-01 13:37:43","T"
22890,"39621","1",NULL,NULL,"1653",NULL,NULL,NULL,NULL,"2004-12-01 13:37:44","T"
22891,"39621","1","76.5","106.36","1653","1",NULL,NULL,NULL,"2004-12-01 13:37:44","T"
22892,"39618","1",NULL,NULL,"1263",NULL,NULL,NULL,NULL,"2004-12-01 13:37:44","T"
22893,"39618","1",NULL,NULL,"1263",NULL,NULL,NULL,NULL,"2004-12-01 13:37:44","T"
22894,"39618","1","76.5","105.94","1263","1",NULL,NULL,NULL,"2004-12-01 13:37:45","T"
22895,"39620","1",NULL,NULL,"1502",NULL,NULL,NULL,NULL,"2004-12-01 13:37:45","T"
22896,"39620","1",NULL,NULL,"1503",NULL,NULL,NULL,NULL,"2004-12-01 13:37:45","T"
22897,"39620","1","76.5","106.26","1503","1",NULL,NULL,NULL,"2004-12-01 13:37:46","T"
22898,"39619","1",NULL,NULL,"1252",NULL,NULL,NULL,NULL,"2004-12-01 13:37:46","T"
22899,"39619","1",NULL,NULL,"1252",NULL,NULL,NULL,NULL,"2004-12-01 13:37:46","T"
22900,"39619","1","76.5","106.24","1252","1",NULL,NULL,NULL,"2004-12-01 13:37:47","T"
22901,"39622","1",NULL,NULL,"1610",NULL,NULL,NULL,NULL,"2004-12-01 13:37:47","T"
22902,"39622","1",NULL,NULL,"1611",NULL,NULL,NULL,NULL,"2004-12-01 13:37:47","T"
22903,"39622","1","76.5","106.36","1612","1",NULL,NULL,NULL,"2004-12-01 13:37:48","T"
22904,"39622","2",NULL,NULL,"1610",NULL,NULL,NULL,NULL,"2004-12-01 13:37:48","T"
22905,"39622","2",NULL,NULL,"1610",NULL,NULL,NULL,NULL,"2004-12-01 13:37:48","T"
22906,"39622","2","76.4","106.19","1610","1",NULL,NULL,NULL,"2004-12-01 13:37:48","T"
22907,"39620","2",NULL,NULL,"1502",NULL,NULL,NULL,NULL,"2004-12-01 13:37:49","T"
22908,"39620","2",NULL,NULL,"1502",NULL,NULL,NULL,NULL,"2004-12-01 13:37:49","T"
22909,"39620","2","76.5","106.29","1502","1",NULL,NULL,NULL,"2004-12-01 13:37:49","T"
22910,"39618","2",NULL,NULL,"1263",NULL,NULL,NULL,NULL,"2004-12-01 13:37:50","T"
22911,"39618","2",NULL,NULL,"1263",NULL,NULL,NULL,NULL,"2004-12-01 13:37:50","T"
22912,"39618","2","76.5","106.27","1264","1",NULL,NULL,NULL,"2004-12-01 13:37:50","T"
22913,"39619","2",NULL,NULL,"1252",NULL,NULL,NULL,NULL,"2004-12-01 13:37:51","T"
22914,"39619","2",NULL,NULL,"1252",NULL,NULL,NULL,NULL,"2004-12-01 13:37:51","T"
22915,"39619","2","76.4","106.23","1252","1",NULL,NULL,NULL,"2004-12-01 13:37:51","T"
22916,"39706","1",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:51","T"
22917,"39706","1",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:52","T"
22918,"39706","1","128.5","143.89","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:52","T"
22919,"39706","2",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:52","T"
22920,"39706","2",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:53","T"
22921,"39706","2","128.4","144.1","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:53","T"
22922,"39706","3",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:53","T"
22923,"39706","3",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:54","T"
22924,"39706","3","128.4","144.31","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:54","T"
22925,"39706","4",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:54","T"
22926,"39706","4",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:54","T"
22927,"39706","4","128.5","144.07","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:55","T"
22928,"39706","5",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:55","T"
22929,"39706","5",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:55","T"
22930,"39706","5","128.5","144.33","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:56","T"
22931,"39706","6",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:56","T"
22932,"39706","6",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:56","T"
22933,"39706","6","128.5","144.24","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:57","T"
22934,"39706","7",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:57","T"
22935,"39706","7",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:57","T"
22936,"39706","7","128.4","143.96","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:57","T"
22937,"39706","8",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:58","T"
22938,"39706","8",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:58","T"
22939,"39706","8","128.4","144.07","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:58","T"
22940,"39706","9",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:59","T"
22941,"39706","9",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:37:59","T"
22942,"39706","9","128.5","144.3","1224","1",NULL,NULL,NULL,"2004-12-01 13:37:59","T"
22943,"39706","10",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:38:00","T"
22944,"39706","10",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:38:00","T"
22945,"39706","10","128.5","144.03","1224","1",NULL,NULL,NULL,"2004-12-01 13:38:00","T"
22946,"39706","11",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:38:01","T"
22947,"39706","11",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-12-01 13:38:01","T"
22948,"39706","11","128.5","143.96","1224","1",NULL,NULL,NULL,"2004-12-01 13:38:01","T"
22949,"39634","23",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:01","T"
22950,"39634","23",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:02","T"
22951,"39634","23","150.8","174.45","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:02","T"
22952,"39634","13",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:02","T"
22953,"39634","13",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:03","T"
22954,"39634","13","150.9","174.35","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:03","T"
22955,"39634","8",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:03","T"
22956,"39634","8",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:04","T"
22957,"39634","8","150.9","174.41","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:04","T"
22958,"39634","21",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-12-01 13:38:04","T"
22959,"39634","21",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:04","T"
22960,"39634","21","150.9","174.43","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:05","T"
22961,"39634","15",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:05","T"
22962,"39634","15",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:05","T"
22963,"39634","15","151","174.2","1003","1",NULL,NULL,NULL,"2004-12-01 13:38:06","T"
22964,"39634","11",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:06","T"
22965,"39634","11",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:06","T"
22966,"39634","11","150.9","174.46","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:07","T"
22967,"39634","2",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:07","T"
22968,"39634","2",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:07","T"
22969,"39634","2","150.9","174.47","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:08","T"
22970,"39634","22",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:08","T"
22971,"39634","22",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:08","T"
22972,"39634","22","150.9","174.35","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:08","T"
22973,"39634","16",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:09","T"
22974,"39634","16",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:09","T"
22975,"39634","16","151","174.37","1003","1",NULL,NULL,NULL,"2004-12-01 13:38:09","T"
22976,"39634","10",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:10","T"
22977,"39634","10",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:10","T"
22978,"39634","10","150.9","174.38","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:10","T"
22979,"39634","4",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:11","T"
22980,"39634","4",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:11","T"
22981,"39634","4","151","174.26","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:11","T"
22982,"39634","18",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:11","T"
22983,"39634","18",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:12","T"
22984,"39634","18","151","174.36","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:12","T"
22985,"39634","19",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:12","T"
22986,"39634","19",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:13","T"
22987,"39634","19","150.9","174.45","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:13","T"
22988,"39634","12",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:13","T"
22989,"39634","12",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:14","T"
22990,"39634","12","151","174.35","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:14","T"
22991,"39634","5",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:14","T"
22992,"39634","5",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:14","T"
22993,"39634","5","151","174.42","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:15","T"
22994,"39634","17",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:15","T"
22995,"39634","17",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-12-01 13:38:15","T"
22996,"39634","17","151","174.35","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:16","T"
22997,"39634","24",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:16","T"
22998,"39634","24",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:16","T"
22999,"39634","24","150.9","174.46","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:17","T"
23000,"39634","9",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:17","T"
23001,"39634","9",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:17","T"
23002,"39634","9","151","174.38","1001","1",NULL,NULL,NULL,"2004-12-01 13:38:18","T"
23003,"39634","6",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-12-01 13:38:18","T"
23004,"39634","6",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:18","T"
23005,"39634","6","150.9","174.4","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:18","T"
23006,"39634","20",NULL,NULL,"1003",NULL,NULL,NULL,NULL,"2004-12-01 13:38:19","T"
23007,"39634","20",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:19","T"
23008,"39634","20","151","174.33","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:19","T"
23009,"39634","14",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:20","T"
23010,"39634","14",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:20","T"
23011,"39634","14","150.9","174.1","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:20","T"
23012,"39634","7",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:21","T"
23013,"39634","7",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-12-01 13:38:21","T"
23014,"39634","7","151","174.41","1002","1",NULL,NULL,NULL,"2004-12-01 13:38:21","T"
23015,"39743","1",NULL,NULL,"2211",NULL,NULL,NULL,NULL,"2004-12-01 13:38:21","T"
23016,"39743","1",NULL,NULL,"2211",NULL,NULL,NULL,NULL,"2004-12-01 13:38:22","T"
23017,"39743","1","151","166.27","2211","1",NULL,NULL,NULL,"2004-12-01 13:38:22","T"
23018,"39738","4",NULL,NULL,"890",NULL,NULL,NULL,NULL,"2004-12-01 13:38:22","T"
23019,"39738","4",NULL,NULL,"891",NULL,NULL,NULL,NULL,"2004-12-01 13:38:23","T"
23020,"39738","4","152.6","166.24","891","1",NULL,NULL,NULL,"2004-12-01 13:38:23","T"
23021,"39738","3",NULL,NULL,"891",NULL,NULL,NULL,NULL,"2004-12-01 13:38:23","T"
23022,"39738","3",NULL,NULL,"892",NULL,NULL,NULL,NULL,"2004-12-01 13:38:24","T"
23023,"39738","3","152.6","166.5","892","1",NULL,NULL,NULL,"2004-12-01 13:38:24","T"
23024,"39738","2",NULL,NULL,"891",NULL,NULL,NULL,NULL,"2004-12-01 13:38:24","T"
23025,"39738","2",NULL,NULL,"891",NULL,NULL,NULL,NULL,"2004-12-01 13:38:24","T"
23026,"39738","2","152.6","166.22","891","1",NULL,NULL,NULL,"2004-12-01 13:38:25","T"
23027,"39738","1",NULL,NULL,"891",NULL,NULL,NULL,NULL,"2004-12-01 13:38:25","T"
23028,"39738","1",NULL,NULL,"892",NULL,NULL,NULL,NULL,"2004-12-01 13:38:25","T"
23029,"39738","1","152.6","166.58","891","1",NULL,NULL,NULL,"2004-12-01 13:38:26","T"
23030,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2004-12-01 13:38:26","T"
23031,"39723",NULL,NULL,NULL,NULL,NULL,"4.691","6.63",NULL,"2004-12-01 15:17:45","T"
23032,"39723",NULL,NULL,NULL,NULL,NULL,"4.787",NULL,NULL,"2004-12-01 15:18:04","T"
23033,"39723",NULL,NULL,NULL,NULL,NULL,"4.846",NULL,NULL,"2004-12-01 15:18:33","T"
23034,"39723",NULL,NULL,NULL,NULL,NULL,"4.494",NULL,NULL,"2004-12-01 15:18:59","T"
23035,"39723",NULL,NULL,NULL,NULL,NULL,"4.485",NULL,NULL,"2004-12-01 15:19:35","T"
23036,"39723",NULL,NULL,NULL,NULL,NULL,"4.693",NULL,NULL,"2004-12-01 15:20:05","T"
23037,"39700",NULL,NULL,NULL,NULL,NULL,"3.511",NULL,NULL,"2004-12-01 15:27:44","T"
23038,"39700",NULL,NULL,NULL,NULL,NULL,"3.511",NULL,NULL,"2004-12-01 15:28:42","T"
23039,"39700",NULL,NULL,NULL,NULL,NULL,"3.605",NULL,NULL,"2004-12-01 15:28:48","T"
23040,"39700",NULL,NULL,NULL,NULL,NULL,"3.526",NULL,NULL,"2004-12-01 15:30:02","T"
23041,"39700",NULL,NULL,NULL,NULL,NULL,"3.521",NULL,NULL,"2004-12-01 15:30:38","T"
23042,"39700",NULL,NULL,NULL,NULL,NULL,"3.576",NULL,NULL,"2004-12-01 15:31:02","T"
23043,"39700",NULL,NULL,NULL,NULL,NULL,"3.432",NULL,NULL,"2004-12-01 15:31:14","T"
23044,"39700",NULL,NULL,NULL,NULL,NULL,"3.447","7.71",NULL,"2004-12-01 15:32:12","T"
23045,"39621",NULL,NULL,NULL,NULL,NULL,"2.477",NULL,NULL,"2004-12-01 15:34:47","T"
23046,"39621",NULL,NULL,NULL,NULL,NULL,"2.506","7.01",NULL,"2004-12-01 15:35:24","T"
23047,"39622",NULL,NULL,NULL,NULL,NULL,"2.538",NULL,NULL,"2004-12-01 15:36:33","T"
23048,"39622",NULL,NULL,NULL,NULL,NULL,"2.528","7.16",NULL,"2004-12-01 15:36:59","T"
23049,"39620",NULL,NULL,NULL,NULL,NULL,"2.486",NULL,NULL,"2004-12-01 15:38:19","T"
23050,"39620",NULL,NULL,NULL,NULL,NULL,"2.438","7.17",NULL,"2004-12-01 15:38:48","T"
23051,"39619",NULL,NULL,NULL,NULL,NULL,"2.451",NULL,NULL,"2004-12-01 15:40:01","T"
23052,"39619",NULL,NULL,NULL,NULL,NULL,"2.588","7.23",NULL,"2004-12-01 15:40:37","T"
23053,"39618",NULL,NULL,NULL,NULL,NULL,"2.396",NULL,NULL,"2004-12-01 15:41:51","T"
23054,"39618",NULL,NULL,NULL,NULL,NULL,"2.463","7.19",NULL,"2004-12-01 15:42:16","T"
23055,"39576",NULL,NULL,NULL,NULL,NULL,"1.161",NULL,NULL,"2004-12-01 15:48:22","T"
23056,"39576",NULL,NULL,NULL,NULL,NULL,"1.165","7.5",NULL,"2004-12-01 15:48:56","T"
23057,"39662",NULL,NULL,NULL,NULL,NULL,"0.764",NULL,NULL,"2004-12-01 18:57:55","T"
23058,"39662",NULL,NULL,NULL,NULL,NULL,"0.745","8.52",NULL,"2004-12-01 18:58:38","T"
23059,"39736",NULL,NULL,NULL,NULL,NULL,"2.375","9.32",NULL,"2004-12-01 19:02:47","T"
23060,"39517","2",NULL,NULL,"2455","1",NULL,NULL,NULL,"2004-12-01 21:03:31","T"
23061,"39517","2",NULL,NULL,"2455",NULL,NULL,NULL,NULL,"2004-12-01 21:03:31","T"
23062,"39517","2","152.6","180.1","2453",NULL,NULL,NULL,NULL,"2004-12-01 21:03:31","T"
23063,"39516","1",NULL,NULL,"2454","1",NULL,NULL,NULL,"2004-12-01 21:03:32","T"
23064,"39516","1",NULL,NULL,"2454",NULL,NULL,NULL,NULL,"2004-12-01 21:03:32","T"
23065,"39516","1","152.7","168.57","2454",NULL,NULL,NULL,NULL,"2004-12-01 21:03:32","T"
23066,"39736","1",NULL,NULL,"2006","1",NULL,NULL,NULL,"2004-12-01 21:03:32","T"
23067,"39736","1",NULL,NULL,"2007",NULL,NULL,NULL,NULL,"2004-12-01 21:03:33","T"
23068,"39736","1","76.5","100.69","2006",NULL,NULL,NULL,NULL,"2004-12-01 21:03:33","T"
23069,"39575","10","76.7","92.62","463.09","1",NULL,NULL,NULL,"2004-12-01 21:03:33","T"
23070,"39575","10","76.7","92.61","463.11","1",NULL,NULL,NULL,"2004-12-01 21:03:34","T"
23071,"39575","10","76.7","92.67","463.16","1",NULL,NULL,NULL,"2004-12-01 21:03:34","T"
23072,"39575","10","76.7","92.64","463.14","1",NULL,NULL,NULL,"2004-12-01 21:03:34","T"
23073,"39575","10","76.7","92.63","463.11","1",NULL,NULL,NULL,"2004-12-01 21:03:35","T"
23074,"39575","10","76.7","92.68","463.19","1",NULL,NULL,NULL,"2004-12-01 21:03:35","T"
23075,"39575","10","76.7","92.65","463.25","1",NULL,NULL,NULL,"2004-12-01 21:03:35","T"
23076,"39575","10","76.7","92.56","463.18","1",NULL,NULL,NULL,"2004-12-01 21:03:35","T"
23077,"39575","10","76.7","92.78","463.15","1",NULL,NULL,NULL,"2004-12-01 21:03:36","T"
23078,"39575","10","76.7","92.59","463.14","1",NULL,NULL,NULL,"2004-12-01 21:03:36","T"
23079,"39662","10",NULL,NULL,"3009","1",NULL,NULL,NULL,"2004-12-01 21:03:36","T"
23080,"39662","10",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:37","T"
23081,"39662","10","152.5","168.03","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:37","T"
23082,"39662","2",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:37","T"
23083,"39662","2",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:38","T"
23084,"39662","2","152.5","168.05","3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:38","T"
23085,"39662","5",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:38","T"
23086,"39662","5",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:39","T"
23087,"39662","5","152.5","168.08","3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:39","T"
23088,"39662","6",NULL,NULL,"3009","1",NULL,NULL,NULL,"2004-12-01 21:03:39","T"
23089,"39662","6",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:40","T"
23090,"39662","6","152.5","168.04","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:40","T"
23091,"39662","16",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:40","T"
23092,"39662","16",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:40","T"
23093,"39662","16","152.4","168.1","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:41","T"
23094,"39662","15",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:41","T"
23095,"39662","15",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:41","T"
23096,"39662","15","152.4","168.07","3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:42","T"
23097,"39662","7",NULL,NULL,"3007","1",NULL,NULL,NULL,"2004-12-01 21:03:42","T"
23098,"39662","7",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:42","T"
23099,"39662","7","152.5","168.08","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:43","T"
23100,"39662","12",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:43","T"
23101,"39662","12",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:43","T"
23102,"39662","12","152.5","168.05","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:43","T"
23103,"39662","9",NULL,NULL,"3009","1",NULL,NULL,NULL,"2004-12-01 21:03:44","T"
23104,"39662","9",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:44","T"
23105,"39662","9","152.5","168.06","3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:44","T"
23106,"39662","8",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:45","T"
23107,"39662","8",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:45","T"
23108,"39662","8","152.5","168.09","3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:45","T"
23109,"39662","13",NULL,NULL,"3009","1",NULL,NULL,NULL,"2004-12-01 21:03:46","T"
23110,"39662","13",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:46","T"
23111,"39662","13","152.5","168.04","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:46","T"
23112,"39662","11",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:46","T"
23113,"39662","11",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:47","T"
23114,"39662","11","152.5","168.07","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:47","T"
23115,"39662","4",NULL,NULL,"3007","1",NULL,NULL,NULL,"2004-12-01 21:03:47","T"
23116,"39662","4",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:48","T"
23117,"39662","4","152.5","168.07","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:48","T"
23118,"39662","14",NULL,NULL,"3008","1",NULL,NULL,NULL,"2004-12-01 21:03:48","T"
23119,"39662","14",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-12-01 21:03:49","T"
23120,"39662","14","152.5","168.09","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:49","T"
23121,"39662","1",NULL,NULL,"3005","1",NULL,NULL,NULL,"2004-12-01 21:03:49","T"
23122,"39662","1",NULL,NULL,"3006",NULL,NULL,NULL,NULL,"2004-12-01 21:03:49","T"
23123,"39662","1","152.5","168.17","3006",NULL,NULL,NULL,NULL,"2004-12-01 21:03:50","T"
23124,"39662","3",NULL,NULL,"3007","1",NULL,NULL,NULL,"2004-12-01 21:03:50","T"
23125,"39662","3",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-12-01 21:03:50","T"
23126,"39662","3","152.5","168.12","3008",NULL,NULL,NULL,NULL,"2004-12-01 21:03:51","T"
23127,"39576","4",NULL,NULL,"1505","1",NULL,NULL,NULL,"2004-12-01 21:03:51","T"
23128,"39576","4",NULL,NULL,"1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:51","T"
23129,"39576","4","76.7","92.69","1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:52","T"
23130,"39576","2",NULL,NULL,"1505","1",NULL,NULL,NULL,"2004-12-01 21:03:52","T"
23131,"39576","2",NULL,NULL,"1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:52","T"
23132,"39576","2","76.7","92.64","1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:52","T"
23133,"39576","3",NULL,NULL,"1505","1",NULL,NULL,NULL,"2004-12-01 21:03:53","T"
23134,"39576","3",NULL,NULL,"1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:53","T"
23135,"39576","3","76.7","92.73","1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:53","T"
23136,"39576","6",NULL,NULL,"1504","1",NULL,NULL,NULL,"2004-12-01 21:03:54","T"
23137,"39576","6",NULL,NULL,"1504",NULL,NULL,NULL,NULL,"2004-12-01 21:03:54","T"
23138,"39576","6","76.7","92.66","1504",NULL,NULL,NULL,NULL,"2004-12-01 21:03:54","T"
23139,"39576","5",NULL,NULL,"1505","1",NULL,NULL,NULL,"2004-12-01 21:03:55","T"
23140,"39576","5",NULL,NULL,"1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:55","T"
