"N°","N°OF","N°_Palette","Diamètre_intérieure__mm_","Diamètre_extérieure__mm_","Longueur___mm_","Validation_géométrie__x_","Flat_Crush__kN_","Humidité__%_","Valeurstemp","Date_et_heure_d_importation"
3370,"38222","7",76.6,106.4,8621,"1",,,,2004-08-05 15:16:38
3371,"38222","6",,,8626,"",,,,2004-08-05 15:16:39
3372,"38222","6",,,8630,"",,,,2004-08-05 15:16:39
3373,"38222","6",76.6,106.35,8626,"1",,,,2004-08-05 15:16:40
3374,"38222","5",,,8621,"",,,,2004-08-05 15:16:40
3375,"38222","5",,,8630,"",,,,2004-08-05 15:16:40
3376,"38222","5",76.6,106.4,8627,"1",,,,2004-08-05 15:16:41
3377,"38222","4",,,8621,"",,,,2004-08-05 15:16:41
3378,"38222","4",,,8630,"",,,,2004-08-05 15:16:42
3379,"38222","4",76.6,106.48,8621,"1",,,,2004-08-05 15:16:42
3380,"38222","3",,,8620,"",,,,2004-08-05 15:16:42
3381,"38222","3",,,8629,"",,,,2004-08-05 15:16:43
3382,"38222","3",76.6,106.37,8622,"1",,,,2004-08-05 15:16:43
3383,"38222","2",,,8622,"",,,,2004-08-05 15:16:44
3384,"38222","2",,,8631,"",,,,2004-08-05 15:16:44
3385,"38222","2",76.6,106.48,8627,"1",,,,2004-08-05 15:16:44
3386,"38222","1",,,8621,"",,,,2004-08-05 15:16:45
3387,"38222","1",,,8631,"",,,,2004-08-05 15:16:45
3388,"38222","1",76.6,106.14,8622,"1",,,,2004-08-05 15:16:46
3389,"38238","2",,,9813,"",,,,2004-08-05 15:16:46
3390,"38238","2",,,9820,"",,,,2004-08-05 15:16:46
3391,"38238","2",76.45,106.43,9812,"1",,,,2004-08-05 15:16:47
3392,"38238","3",,,9815,"",,,,2004-08-05 15:16:47
3393,"38238","3",,,9820,"",,,,2004-08-05 15:16:48
3394,"38238","3",76.5,106.56,9815,"1",,,,2004-08-05 15:16:48
3395,"38238","4",,,9816,"",,,,2004-08-05 15:16:48
3396,"38238","4",,,9820,"",,,,2004-08-05 15:16:49
3397,"38238","4",76.5,106.47,9813,"1",,,,2004-08-05 15:16:49
3398,"37410","3",,,9810,"",,,,2004-08-05 15:16:50
3399,"37410","3",,,9818,"",,,,2004-08-05 15:16:50
3400,"37410","3",76.45,106.37,9809,"1",,,,2004-08-05 15:16:50
3401,"38245","3",,,9816,"",,,,2004-08-05 15:16:51
3402,"38245","3",,,9820,"",,,,2004-08-05 15:16:51
3403,"38245","3",76.5,106.74,9815,"1",,,,2004-08-05 15:16:52
3404,"38245","2",,,9816,"",,,,2004-08-05 15:16:52
3405,"38245","2",,,9820,"",,,,2004-08-05 15:16:52
3406,"38245","2",76.5,106.69,9814,"1",,,,2004-08-05 15:16:53
3407,"38328","1",,,1527,"",,,,2004-08-05 15:16:53
3408,"38328","1",,,1528,"",,,,2004-08-05 15:16:54
3409,"38328","1",,,1528,"",,,,2004-08-05 15:16:54
3410,"38328","1",,,1528,"",,,,2004-08-05 15:16:54
3411,"38328","1",,,1529,"",,,,2004-08-05 15:16:55
3412,"38328","1",76.6,94.52,1527,"1",,,,2004-08-05 15:16:55
3413,"38011","3",,,1527,"",,,,2004-08-05 15:16:56
3414,"38011","3",,,1528,"",,,,2004-08-05 15:16:56
3415,"38011","3",,,1529,"",,,,2004-08-05 15:16:56
3416,"38011","3",,,1529,"",,,,2004-08-05 15:16:57
3417,"38011","3",,,1528,"",,,,2004-08-05 15:16:57
3418,"38011","3",76.6,94.55,1527,"1",,,,2004-08-05 15:16:58
3419,"1","",,,,"",,,,2004-08-05 15:16:58
3420,"38253","",,,,"",0.648,,,2004-08-06 06:21:57
3421,"38253","",,,,"",0.651,7.88,,2004-08-06 06:22:00
3422,"38313","",,,,"",1.854,,,2004-08-06 06:25:24
3423,"38313","",,,,"",1.889,8.96,,2004-08-06 06:25:27
3424,"38314","",,,,"",1.395,7.34,,2004-08-06 06:28:50
3425,"38314","",,,,"",1.63,,,2004-08-06 06:28:56
3426,"38315","",,,,"",1.457,7.79,,2004-08-06 06:31:40
3427,"38315","",,,,"",1.524,,,2004-08-06 06:31:46
3428,"38218","",,,,"",0.493,0,,2004-08-06 13:57:20
3429,"38218","",,,,"",0.499,7.65,,2004-08-06 13:57:47
3430,"38204","",,,,"",3.45,,,2004-08-06 14:06:05
3431,"38204","",,,,"",3.443,,,2004-08-06 14:06:09
3432,"38204","",,,,"",3.428,,,2004-08-06 14:06:13
3433,"38204","",,,,"",3.385,,,2004-08-06 14:06:18
3434,"38204","",,,,"",3.423,,,2004-08-06 14:06:21
3435,"38204","",,,,"",3.682,,,2004-08-06 14:06:25
3436,"38204","",,,,"",3.448,,,2004-08-06 14:06:29
3437,"38204","",,,,"",3.49,7.84,,2004-08-06 14:06:34
3438,"38348","",,,,"",2.322,,,2004-08-06 14:12:22
3439,"38348","",,,,"",2.24,7.72,,2004-08-06 14:12:25
3440,"38347","",,,,"",2.231,,,2004-08-06 14:15:03
3441,"38347","",,,,"",2.181,7.87,,2004-08-06 14:15:05
3442,"38068","",,,,"",0.569,6.93,,2004-08-06 14:49:54
3515,"1","2",,,,"",,,,2004-08-06 14:50:40
3516,"38068","2",,,2009,"",,,,2004-08-06 14:58:03
3517,"38068","2",,,2010,"",,,,2004-08-06 14:58:03
3518,"38068","2",128.3,140.42,2010,"1",,,,2004-08-06 14:58:04
3519,"38218","3",128.3,140.23,5228,"1",,,,2004-08-06 14:58:04
3520,"38218","3",,,5228,"",,,,2004-08-06 14:58:04
3521,"38218","3",128.3,140.18,5228,"1",,,,2004-08-06 14:58:05
3522,"38218","3",,,5228,"",,,,2004-08-06 14:58:05
3523,"38218","3",128.3,140.06,5228,"1",,,,2004-08-06 14:58:06
3524,"38218","3",,,5228,"",,,,2004-08-06 14:58:06
3525,"38218","3",128.3,139.91,5228,"1",,,,2004-08-06 14:58:06
3526,"38218","3",,,5228,"",,,,2004-08-06 14:58:07
3527,"38218","3",128.3,140.53,5228,"1",,,,2004-08-06 14:58:07
3528,"38167","3",,,5225,"",,,,2004-08-06 14:58:08
3529,"38167","3",128.3,140.12,5225,"1",,,,2004-08-06 14:58:08
3530,"38313","3",,,966,"",,,,2004-08-06 14:58:08
3531,"38313","3",,,967,"",,,,2004-08-06 14:58:09
3532,"38313","3",152.5,182.34,967,"1",,,,2004-08-06 14:58:09
3533,"38313","5",,,967,"",,,,2004-08-06 14:58:10
3534,"38313","5",,,966,"",,,,2004-08-06 14:58:10
3535,"38313","5",152.5,182.1,967,"1",,,,2004-08-06 14:58:10
3536,"38313","4",,,966,"",,,,2004-08-06 14:58:11
3537,"38313","4",,,967,"",,,,2004-08-06 14:58:11
3538,"38313","4",152.5,182.12,967,"1",,,,2004-08-06 14:58:12
3539,"38313","6",,,966,"",,,,2004-08-06 14:58:12
3540,"38313","6",,,966,"",,,,2004-08-06 14:58:12
3541,"38313","6",152.5,182.09,966,"1",,,,2004-08-06 14:58:13
3542,"38313","1",,,967,"",,,,2004-08-06 14:58:13
3543,"38313","1",,,969,"",,,,2004-08-06 14:58:14
3544,"38313","1",152.5,182.05,968,"1",,,,2004-08-06 14:58:14
3545,"38313","2",,,968,"",,,,2004-08-06 14:58:14
3546,"38313","2",,,966,"",,,,2004-08-06 14:58:15
3547,"38313","2",152.5,182.18,967,"1",,,,2004-08-06 14:58:15
3548,"38272","3",128.4,140.58,4525,"1",,,,2004-08-06 14:58:16
3549,"38272","3",,,4523,"",,,,2004-08-06 14:58:16
3550,"38272","3",128.4,140.37,4525,"1",,,,2004-08-06 14:58:16
3551,"38350","3",,,4528,"",,,,2004-08-06 14:58:17
3552,"38350","3",128.3,140.27,4528,"1",,,,2004-08-06 14:58:17
3553,"38350","3",,,4528,"",,,,2004-08-06 14:58:18
3554,"38350","3",128.3,140.47,4528,"1",,,,2004-08-06 14:58:18
3555,"38350","3",,,4527,"",,,,2004-08-06 14:58:18
3556,"38350","3",128.4,140.28,4528,"1",,,,2004-08-06 14:58:19
3557,"38350","3",,,4528,"",,,,2004-08-06 14:58:19
3558,"38350","3",128.3,140.69,4528,"1",,,,2004-08-06 14:58:20
3559,"38314","3",,,2065,"",,,,2004-08-06 14:58:20
3560,"38314","3",,,2065,"",,,,2004-08-06 14:58:20
3561,"38314","3",76.7,91.85,2065,"1",,,,2004-08-06 14:58:21
3562,"38314","4",,,2065,"",,,,2004-08-06 14:58:21
3563,"38314","4",,,2065,"",,,,2004-08-06 14:58:22
3564,"38314","4",76.6,91.77,2065,"1",,,,2004-08-06 14:58:22
3565,"38314","6",,,2065,"",,,,2004-08-06 14:58:22
3566,"38314","6",,,2065,"",,,,2004-08-06 14:58:23
3567,"38314","6",76.6,91.81,2065,"1",,,,2004-08-06 14:58:23
3568,"38314","2",,,2065,"",,,,2004-08-06 14:58:24
3569,"38314","2",,,2065,"",,,,2004-08-06 14:58:24
3570,"38314","2",76.7,91.88,2065,"1",,,,2004-08-06 14:58:24
3571,"38314","1",,,2065,"",,,,2004-08-06 14:58:25
3572,"38314","1",,,2065,"",,,,2004-08-06 14:58:25
3573,"38314","1",76.7,91.85,2065,"1",,,,2004-08-06 14:58:26
3574,"38314","8",,,2065,"",,,,2004-08-06 14:58:26
3575,"38314","8",,,2065,"",,,,2004-08-06 14:58:26
3576,"38314","8",76.7,91.82,2065,"1",,,,2004-08-06 14:58:27
3577,"38314","5",,,2065,"",,,,2004-08-06 14:58:27
3578,"38314","5",,,2065,"",,,,2004-08-06 14:58:28
3579,"38314","5",76.7,91.85,2065,"1",,,,2004-08-06 14:58:28
3580,"38314","7",,,2065,"",,,,2004-08-06 14:58:28
3581,"38314","7",,,2065,"",,,,2004-08-06 14:58:29
3582,"38314","7",76.6,92,2065,"1",,,,2004-08-06 14:58:29
3583,"38315","3",,,1018,"",,,,2004-08-06 14:58:30
3584,"38315","3",,,1018,"",,,,2004-08-06 14:58:30
3585,"38315","3",76.6,91.87,1018,"1",,,,2004-08-06 14:58:30
3586,"38315","1",,,1018,"",,,,2004-08-06 14:58:31
3587,"38315","1",,,1018,"",,,,2004-08-06 14:58:31
3588,"38315","1",76.7,91.85,1018,"1",,,,2004-08-06 14:58:32
3589,"38315","2",,,1018,"",,,,2004-08-06 14:58:32
3590,"38315","2",,,1018,"",,,,2004-08-06 14:58:32
3591,"38315","2",76.6,91.74,1018,"1",,,,2004-08-06 14:58:33
3592,"38315","4",,,1018,"",,,,2004-08-06 14:58:33
3593,"38315","4",,,1018,"",,,,2004-08-06 14:58:34
3594,"38315","4",76.7,91.88,1018,"1",,,,2004-08-06 14:58:34
3595,"38315","5",,,1018,"",,,,2004-08-06 14:58:35
3596,"38315","5",,,1018,"",,,,2004-08-06 14:58:35
3597,"38315","5",76.6,91.73,1018,"1",,,,2004-08-06 14:58:35
3598,"38315","6",,,1018,"",,,,2004-08-06 14:58:36
3599,"38315","6",,,1018,"",,,,2004-08-06 14:58:36
3600,"38315","6",76.6,91.87,1017,"1",,,,2004-08-06 14:58:36
3601,"1","2",,,,"",,,,2004-08-06 14:58:37
3602,"38204","4",,,5119,"",,,,2004-08-07 10:54:09
3603,"38204","4",,,5120,"",,,,2004-08-07 10:54:09
3604,"38204","4",150.2,176.34,5119,"1",,,,2004-08-07 10:54:10
3605,"38204","8",,,5114,"",,,,2004-08-07 10:54:10
3606,"38204","8",,,5119,"",,,,2004-08-07 10:54:10
3607,"38204","8",150.2,176.41,5116,"1",,,,2004-08-07 10:54:11
3608,"38204","7",,,5116,"",,,,2004-08-07 10:54:11
3609,"38204","7",,,5118,"",,,,2004-08-07 10:54:12
3610,"38204","7",150.2,176.25,5118,"1",,,,2004-08-07 10:54:12
3611,"38204","6",,,5119,"",,,,2004-08-07 10:54:12
3612,"38204","6",,,5120,"",,,,2004-08-07 10:54:13
3613,"38204","6",150.3,176.44,5119,"1",,,,2004-08-07 10:54:13
3614,"38204","5",,,5116,"",,,,2004-08-07 10:54:14
3615,"38204","5",,,5118,"",,,,2004-08-07 10:54:14
3616,"38204","5",150.2,176.39,5116,"1",,,,2004-08-07 10:54:14
3617,"38204","3",,,5114,"",,,,2004-08-07 10:54:15
3618,"38204","3",,,5118,"",,,,2004-08-07 10:54:15
3619,"38204","3",150.2,176.37,5114,"1",,,,2004-08-07 10:54:16
3620,"38204","1",,,5114,"",,,,2004-08-07 10:54:16
3621,"38204","1",,,5117,"",,,,2004-08-07 10:54:16
3622,"38204","1",150.2,176.32,5111,"1",,,,2004-08-07 10:54:17
3623,"38204","2",,,5116,"",,,,2004-08-07 10:54:17
3624,"38204","2",,,5117,"",,,,2004-08-07 10:54:18
3625,"38204","2",150.2,176.23,5115,"1",,,,2004-08-07 10:54:18
3626,"38253","16",,,1523,"",,,,2004-08-07 10:54:18
3627,"38253","16",,,1523,"",,,,2004-08-07 10:54:19
3628,"38253","16",76.4,87.96,1523,"1",,,,2004-08-07 10:54:19
3629,"38253","12",,,1522,"",,,,2004-08-07 10:54:20
3630,"38253","12",,,1522,"",,,,2004-08-07 10:54:20
3631,"38253","12",76.4,87.82,1521,"1",,,,2004-08-07 10:54:20
3632,"38253","11",,,1522,"",,,,2004-08-07 10:54:21
3633,"38253","11",,,1523,"",,,,2004-08-07 10:54:21
3634,"38253","11",76.4,87.91,1522,"1",,,,2004-08-07 10:54:22
3635,"38253","10",,,1523,"",,,,2004-08-07 10:54:22
3636,"38253","10",,,1521,"",,,,2004-08-07 10:54:22
3637,"38253","10",76.4,87.91,1522,"1",,,,2004-08-07 10:54:23
3638,"38253","8",,,1523,"",,,,2004-08-07 10:54:23
3639,"38253","8",,,1523,"",,,,2004-08-07 10:54:24
3640,"38253","8",76.4,87.92,1523,"1",,,,2004-08-07 10:54:24
3641,"38253","7",,,1522,"",,,,2004-08-07 10:54:24
3642,"38253","7",,,1522,"",,,,2004-08-07 10:54:25
3643,"38253","7",76.4,87.72,1522,"1",,,,2004-08-07 10:54:25
3644,"38253","13",,,1522,"",,,,2004-08-07 10:54:26
3645,"38253","13",,,1523,"",,,,2004-08-07 10:54:26
3646,"38253","13",76.4,87.98,1523,"1",,,,2004-08-07 10:54:26
3647,"38253","9",,,1523,"",,,,2004-08-07 10:54:27
3648,"38253","9",,,1522,"",,,,2004-08-07 10:54:27
3649,"38253","9",76.4,88.22,1522,"1",,,,2004-08-07 10:54:28
3650,"38253","5",,,1522,"",,,,2004-08-07 10:54:28
3651,"38253","5",,,1523,"",,,,2004-08-07 10:54:28
3652,"38253","5",76.4,87.72,1523,"1",,,,2004-08-07 10:54:29
3653,"38253","1",,,1521,"",,,,2004-08-07 10:54:29
3654,"38253","1",,,1522,"",,,,2004-08-07 10:54:30
3655,"38253","1",76.4,87.88,1521,"1",,,,2004-08-07 10:54:30
3656,"38253","14",,,1523,"",,,,2004-08-07 10:54:30
3657,"38253","14",,,1523,"",,,,2004-08-07 10:54:31
3658,"38253","14",76.4,88.03,1523,"1",,,,2004-08-07 10:54:31
3659,"38253","15",,,1523,"",,,,2004-08-07 10:54:32
3660,"38253","15",,,1523,"",,,,2004-08-07 10:54:32
3661,"38253","15",76.4,87.97,1521,"1",,,,2004-08-07 10:54:32
3662,"38253","6",,,1522,"",,,,2004-08-07 10:54:33
3663,"38253","6",,,1523,"",,,,2004-08-07 10:54:33
3664,"38253","6",76.4,87.77,1522,"1",,,,2004-08-07 10:54:34
3665,"38253","3",,,1522,"",,,,2004-08-07 10:54:34
3666,"38253","3",,,1522,"",,,,2004-08-07 10:54:34
3667,"38253","3",76.4,87.82,1523,"1",,,,2004-08-07 10:54:35
3668,"38253","4",,,1521,"",,,,2004-08-07 10:54:35
3669,"38253","4",,,1522,"",,,,2004-08-07 10:54:35
3670,"38253","4",76.4,87.88,1522,"1",,,,2004-08-07 10:54:36
3671,"38253","2",,,1521,"",,,,2004-08-07 10:54:36
3672,"38253","2",,,1521,"",,,,2004-08-07 10:54:37
3673,"38253","2",76.4,87.98,1521,"1",,,,2004-08-07 10:54:37
3674,"1","",,,,"",,,,2004-08-07 10:54:37
3675,"38210","",,,,"",1.603,8.46,,2004-08-09 07:32:28
3676,"38210","",,,,"",1.579,,,2004-08-09 07:32:36
3677,"38374","",,,,"",0.701,7.07,,2004-08-09 08:29:09
3678,"38375","",,,,"",0.701,7.07,,2004-08-09 08:34:04
3679,"38376","",,,,"",0.701,7.07,,2004-08-09 08:34:41
3680,"38377","",,,,"",0.701,7.07,,2004-08-09 08:35:21
3681,"38378","",,,,"",0.701,7.07,,2004-08-09 08:36:36
3682,"38379","",,,,"",0.701,7.07,,2004-08-09 08:37:11
3683,"38380","",,,,"",0.701,7.07,,2004-08-09 08:37:47
3684,"38381","",,,,"",0.701,7.07,,2004-08-09 08:38:28
3685,"38382","",,,,"",0.701,7.07,,2004-08-09 08:39:22
3686,"38063","",,,,"",2.499,7.62,,2004-08-09 09:09:26
3687,"38063","",,,,"",2.506,,,2004-08-09 09:09:33
3688,"38063","2",,,2806,"",,,,2004-08-09 12:09:48
3689,"38063","2",,,2807,"",,,,2004-08-09 12:09:48
3690,"38063","2",150.3,176.29,2806,"1",,,,2004-08-09 12:09:48
3691,"38063","3",,,2805,"",,,,2004-08-09 12:09:49
3692,"38063","3",,,2806,"",,,,2004-08-09 12:09:49
3693,"38063","3",150.3,176.44,2805,"1",,,,2004-08-09 12:09:50
3694,"38063","8",,,2805,"",,,,2004-08-09 12:09:50
3695,"38063","8",,,2805,"",,,,2004-08-09 12:09:50
3696,"38063","8",150.3,176.12,2805,"1",,,,2004-08-09 12:09:51
3697,"38063","5",,,2804,"",,,,2004-08-09 12:09:51
3698,"38063","5",,,2806,"",,,,2004-08-09 12:09:52
3699,"38063","5",150.3,176.19,2806,"1",,,,2004-08-09 12:09:52
3700,"38063","1",,,2806,"",,,,2004-08-09 12:09:52
3701,"38063","1",,,2805,"",,,,2004-08-09 12:09:53
3702,"38063","1",150.3,176.4,2804,"1",,,,2004-08-09 12:09:53
3703,"38063","4",,,2803,"",,,,2004-08-09 12:09:54
3704,"38063","4",,,2805,"",,,,2004-08-09 12:09:54
3705,"38063","4",150.3,176.24,2804,"1",,,,2004-08-09 12:09:54
3706,"38063","10",,,2806,"",,,,2004-08-09 12:09:55
3707,"38063","10",,,2807,"",,,,2004-08-09 12:09:55
3708,"38063","10",150.3,176.33,2806,"1",,,,2004-08-09 12:09:56
3709,"38063","15",,,2804,"",,,,2004-08-09 12:09:56
3710,"38063","15",,,2806,"",,,,2004-08-09 12:09:56
3711,"38063","15",150.3,176.28,2806,"1",,,,2004-08-09 12:09:57
3712,"38063","6",,,2805,"",,,,2004-08-09 12:09:57
3713,"38063","6",,,2807,"",,,,2004-08-09 12:09:58
3714,"38063","6",150.3,176.22,2807,"1",,,,2004-08-09 12:09:58
3715,"38063","16",,,2805,"",,,,2004-08-09 12:09:58
3716,"38063","16",,,2806,"",,,,2004-08-09 12:09:59
3717,"38063","16",150.3,176.17,2806,"1",,,,2004-08-09 12:09:59
3718,"38063","12",,,2805,"",,,,2004-08-09 12:10:00
3719,"38063","12",,,2806,"",,,,2004-08-09 12:10:00
3720,"38063","12",150.4,176.41,2806,"1",,,,2004-08-09 12:10:00
3721,"38063","11",,,2806,"",,,,2004-08-09 12:10:01
3722,"38063","11",,,2807,"",,,,2004-08-09 12:10:01
3723,"38063","11",150.3,176.46,2808,"1",,,,2004-08-09 12:10:02
3724,"38063","13",,,2805,"",,,,2004-08-09 12:10:02
3725,"38063","13",,,2805,"",,,,2004-08-09 12:10:02
3726,"38063","13",150.3,176.29,2807,"1",,,,2004-08-09 12:10:03
3727,"38063","9",,,2804,"",,,,2004-08-09 12:10:03
3728,"38063","9",,,2806,"",,,,2004-08-09 12:10:04
3729,"38063","9",150.3,176.15,2805,"1",,,,2004-08-09 12:10:04
3730,"38063","7",,,2804,"",,,,2004-08-09 12:10:04
3731,"38063","7",,,2806,"",,,,2004-08-09 12:10:05
3732,"38063","7",150.3,176.35,2806,"1",,,,2004-08-09 12:10:05
3733,"38063","14",,,2804,"",,,,2004-08-09 12:10:06
3734,"38063","14",,,2804,"",,,,2004-08-09 12:10:06
3735,"38063","14",150.3,176.25,2805,"1",,,,2004-08-09 12:10:06
3736,"38374","",152.4,168.37,953,"1",,,,2004-08-09 12:10:07
3737,"38379","",152.4,168.13,870,"1",,,,2004-08-09 12:10:07
3738,"38378","",,,870,"",,,,2004-08-09 12:10:08
3739,"38378","",152.4,168.49,870,"1",,,,2004-08-09 12:10:08
3740,"38381","",,,832,"",,,,2004-08-09 12:10:08
3741,"38381","",152.4,168.24,832,"1",,,,2004-08-09 12:10:09
3742,"38380","",,,1241,"",,,,2004-08-09 12:10:09
3743,"38380","",152.4,168.12,1241,"1",,,,2004-08-09 12:10:10
3744,"38375","",,,1119,"",,,,2004-08-09 12:10:10
3745,"38375","",152.4,168.09,1119,"1",,,,2004-08-09 12:10:10
3746,"38376","",,,1119,"",,,,2004-08-09 12:10:11
3747,"38376","",152.4,168.52,1119,"1",,,,2004-08-09 12:10:11
3748,"38377","",,,967,"",,,,2004-08-09 12:10:12
3749,"38377","",152.4,168.31,967,"1",,,,2004-08-09 12:10:12
3750,"38382","",,,961,"",,,,2004-08-09 12:10:12
3751,"38382","",152.4,168.24,961,"1",,,,2004-08-09 12:10:13
3752,"38210","",,,3207,"",,,,2004-08-09 12:10:13
3753,"38210","",150.5,168.75,3207,"1",,,,2004-08-09 12:10:14
3754,"38210","",,,3207,"",,,,2004-08-09 12:10:14
3755,"38210","",150.6,168.82,3207,"1",,,,2004-08-09 12:10:14
3756,"38210","",,,3207,"",,,,2004-08-09 12:10:15
3757,"38210","",150.6,168.51,3208,"1",,,,2004-08-09 12:10:15
3758,"38210","",,,3208,"",,,,2004-08-09 12:10:15
3759,"38210","",150.6,168.45,3209,"1",,,,2004-08-09 12:10:16
3760,"38210","",,,3210,"",,,,2004-08-09 12:10:16
3761,"38210","",150.6,168.86,3210,"1",,,,2004-08-09 12:10:17
3762,"1","",,,,"",,,,2004-08-09 12:10:17
3763,"38369","",,,,"",2.012,8.14,,2004-08-09 13:02:32
3764,"38370","",,,,"",2.122,,,2004-08-09 13:06:49
3765,"38370","",,,,"",2.119,8.37,,2004-08-09 13:06:53
3766,"38353","",,,,"",1.39,,,2004-08-10 06:30:46
3767,"38353","",,,,"",1.346,8.39,,2004-08-10 06:30:50
3769,"38366","",,,,"",0.953,8.13,,2004-08-10 06:39:22
3770,"38365","",,,,"",0.948,8.28,,2004-08-10 06:41:44
3771,"38364","",,,,"",0.955,8.22,,2004-08-10 06:43:56
3772,"38363","",,,,"",0.917,8.31,,2004-08-10 06:46:14
3773,"38362","",,,,"",0.905,8.19,,2004-08-10 06:48:34
3774,"38361","",,,,"",0.889,,,2004-08-10 06:51:51
3775,"38361","",,,,"",0.917,8.23,,2004-08-10 06:51:54
3776,"38360","",,,,"",0.883,,,2004-08-10 06:55:26
3777,"38360","",,,,"",0.906,8.3,,2004-08-10 06:55:28
3778,"38359","",,,,"",2.188,,,2004-08-10 06:58:56
3779,"38359","",,,,"",2.164,8.41,,2004-08-10 06:58:59
3780,"38129","",,,,"",1.128,9.43,,2004-08-10 09:51:54
3781,"38129","",,,,"",1.067,,,2004-08-10 09:52:00
3826,"1","1",,,,"",,,,2004-08-10 10:24:05
3827,"38184","",,,,"",1.291,,,2004-08-10 11:59:20
3828,"38184","",,,,"",1.308,5.91,,2004-08-10 11:59:32
3829,"38185","",,,,"",1.247,,,2004-08-10 12:05:38
3830,"38185","",,,,"",1.253,5.82,,2004-08-10 12:05:41
3831,"38229","",,,,"",3.383,,,2004-08-10 14:04:07
3832,"38229","",,,,"",3.353,,,2004-08-10 14:04:09
3833,"38229","",,,,"",3.455,,,2004-08-10 14:04:12
3834,"38229","",,,,"",3.497,,,2004-08-10 14:04:15
3835,"38229","",,,,"",3.503,,,2004-08-10 14:04:19
3836,"38229","",,,,"",3.474,,,2004-08-10 14:04:22
3837,"38229","",,,,"",3.439,,,2004-08-10 14:04:28
3838,"38229","",,,,"",3.479,7.76,,2004-08-10 14:04:37
3839,"38359","4",,,3214,"",,,,2004-08-10 14:07:10
3840,"38359","4",,,3217,"",,,,2004-08-10 14:07:10
3841,"38359","4",77.3,101.03,3215,"1",,,,2004-08-10 14:07:11
3842,"38359","2",,,3216,"",,,,2004-08-10 14:07:11
3843,"38359","2",,,3216,"",,,,2004-08-10 14:07:12
3844,"38359","2",77.3,101.19,3216,"1",,,,2004-08-10 14:07:12
3845,"38359","3",,,3214,"",,,,2004-08-10 14:07:12
3846,"38359","3",,,3215,"",,,,2004-08-10 14:07:13
3847,"38359","3",77.3,101.36,3214,"1",,,,2004-08-10 14:07:13
3848,"38359","1",,,3214,"",,,,2004-08-10 14:07:14
3849,"38359","1",,,3216,"",,,,2004-08-10 14:07:14
3850,"38359","1",77.3,101.27,3214,"1",,,,2004-08-10 14:07:14
3851,"38360","1",,,3214,"",,,,2004-08-10 14:07:15
3852,"38360","1",,,3216,"",,,,2004-08-10 14:07:15
3853,"38360","1",76.4,90.54,3214,"1",,,,2004-08-10 14:07:16
3854,"38360","2",,,3214,"",,,,2004-08-10 14:07:16
3855,"38360","2",,,3211,"",,,,2004-08-10 14:07:16
3856,"38360","2",76.4,90.69,3213,"1",,,,2004-08-10 14:07:17
3857,"38360","3",,,3215,"",,,,2004-08-10 14:07:17
3858,"38360","3",,,3217,"",,,,2004-08-10 14:07:18
3859,"38360","3",76.4,90.68,3215,"1",,,,2004-08-10 14:07:18
3860,"38361","1",,,3014,"",,,,2004-08-10 14:07:18
3861,"38361","1",,,3015,"",,,,2004-08-10 14:07:19
3862,"38361","1",76.4,90.72,3014,"1",,,,2004-08-10 14:07:19
3863,"38364","2",,,2004,"",,,,2004-08-10 14:07:20
3864,"38364","2",,,2005,"",,,,2004-08-10 14:07:20
3865,"38364","2",76.3,90.71,2004,"1",,,,2004-08-10 14:07:20
3866,"38364","1",,,2002,"",,,,2004-08-10 14:07:21
3867,"38364","1",,,2005,"",,,,2004-08-10 14:07:21
3868,"38364","1",76.3,90.66,2005,"1",,,,2004-08-10 14:07:22
3869,"38363","2",,,2155,"",,,,2004-08-10 14:07:22
3870,"38363","2",,,2155,"",,,,2004-08-10 14:07:23
3871,"38363","2",76.3,90.69,2154,"1",,,,2004-08-10 14:07:23
3872,"38363","1",,,2155,"",,,,2004-08-10 14:07:23
3873,"38363","1",,,2155,"",,,,2004-08-10 14:07:24
3874,"38363","1",76.3,90.63,2155,"1",,,,2004-08-10 14:07:24
3875,"38366","1",,,1500,"",,,,2004-08-10 14:07:25
3876,"38366","1",,,1500,"",,,,2004-08-10 14:07:25
3877,"38366","1",76.4,90.71,1499,"1",,,,2004-08-10 14:07:25
3878,"38366","2",,,1503,"",,,,2004-08-10 14:07:26
3879,"38366","2",,,1503,"",,,,2004-08-10 14:07:26
3880,"38366","2",76.4,90.76,1503,"1",,,,2004-08-10 14:07:27
3881,"38365","2",,,1811,"",,,,2004-08-10 14:07:27
3882,"38365","2",,,1812,"",,,,2004-08-10 14:07:27
3883,"38365","2",76.4,90.61,1812,"1",,,,2004-08-10 14:07:28
3884,"38365","1",,,1812,"",,,,2004-08-10 14:07:28
3885,"38365","1",,,1813,"",,,,2004-08-10 14:07:29
3886,"38365","1",76.4,90.7,1813,"1",,,,2004-08-10 14:07:29
3887,"38362","1",,,2215,"",,,,2004-08-10 14:07:29
3888,"38362","1",,,2215,"",,,,2004-08-10 14:07:30
3889,"38362","1",76.4,90.81,2215,"1",,,,2004-08-10 14:07:30
3890,"38362","2",,,2215,"",,,,2004-08-10 14:07:31
3891,"38362","2",,,2215,"",,,,2004-08-10 14:07:31
3892,"38362","2",76.4,90.76,2213,"1",,,,2004-08-10 14:07:31
